"Lon","Lat","Z"
-122.682765016104,36.0527116255111,0
-120.550281700665,33.9202283100715,0
-124.388751668456,37.7586982778628,0
-123.109261679192,36.479208288599,0
-118.158680375511,39.3822337661044,0
-117.485977542945,31.148,0
-116.901825847648,31.148,0
-115.190207070808,36.413760461401,0
-123.422220869121,41.052,0
-122.316444173824,41.052,0
-121.763555826176,41.052,0
-121.210667478528,41.052,0
-123.975109216769,41.052,0
-117.787621212423,39.0111746030164,0
-115.247703283231,31.3417433261758,0
-114.860216630879,31.7292299785275,0
-119.271857864775,40.4954112553681,0
-116.674443723159,37.8979971137527,0
-115.561266233896,36.7848196244889,0
-116.303384560071,37.5269379506648,0
-114.448088744632,35.6716421352252,0
-117.416562049335,38.6401154399285,0
-119.642917027863,40.866470418456,0
-114.077029581544,35.3005829721372,0
-118.900798701687,40.1243520922802,0
-118.529739538599,39.7532929291923,0
-124.602,39.1661495761759,0
-124.602,39.8485512714725,0
-115.879560380879,31.148,0
-117.632015466769,31.148,0
-118.097925887909,31.467872497316,0
-119.590664208717,32.9606108181237,0
-120.017160871805,33.3871074812116,0
-119.803912540261,33.1738591496676,0
-121.083402529525,34.4533491389314,0
-124.602,38.4837478808792,0
-114.169794372316,35.3933477629092,0
-124.495375834228,37.8653224436348,0
-124.602,38.1425470332309,0
-122.454666260736,41.052,0
-115.587484533231,31.148,0
-124.602,40.1897521191208,0
-124.602,40.5309529667691,0
-124.602,39.5073504238242,0
-124.602,38.8249487285275,0
-116.767208513931,37.9907619045247,0
-119.966668696319,41.052,0
-115.150831620143,31.4386149892638,0
-123.00263751342,36.372584122827,0
-114.35532395386,35.5788773444532,0
-122.149644187244,35.5195907966512,0
-123.836887129857,41.052,0
-115.654031024668,36.8775844152609,0
-124.282127502684,37.6520741120908,0
-113.8915,34.3597075214725,0
-121.936395855701,35.3063424651072,0
-118.436974747827,39.6605281384203,0
-120.656905866437,34.0268524758435,0
-119.550152237091,40.7737056276841,0
-123.642382508052,37.0123291174589,0
-113.8915,34.9639842167691,0
-115.097442280036,36.320995670629,0
-123.560442956033,41.052,0
-115.839560606212,37.0631139968049,0
-124.06887917114,37.4388257805468,0
-116.581678932387,37.8052323229807,0
-121.509899192613,34.8798458020193,0
-118.622504329371,39.8460577199643,0
-122.576140850332,35.9460874597391,0
-121.296650861069,34.6665974704754,0
-114.763344967791,31.8261016416154,0
-114.37585831544,32.2135882939671,0
-118.065915584739,39.2894689753324,0
-118.524422550997,31.8943691604039,0
-113.8915,32.8490157832309,0
-122.789389181876,36.1593357912831,0
-113.8915,33.4532924785275,0
-113.8915,34.6618458691208,0
-113.8915,33.7554308261759,0
-113.8915,33.1511541308792,0
-113.8915,34.0575691738242,0
-116.755787923824,31.148,0
-120.870154197981,34.2401008073874,0
-118.950919214085,32.3208658234918,0
-123.429134176508,36.799080785915,0
-118.311174219453,31.6811208288599,0
-121.723147524157,35.0930941335633,0
-119.164167545629,32.5341141550358,0
-117.884677556365,31.254624165772,0
-122.362892518788,35.7328391281952,0
-119.377415877173,32.7473624865797,0
-123.855630839596,37.2255774490029,0
-120.230409203349,33.6003558127556,0
-118.737670882541,32.1076174919478,0
-120.443657534893,33.8136041442995,0
-123.215885844964,36.585832454371,0
-121.34888956544,41.052,0
-117.694856421651,38.9184098122445,0
-123.283998782209,41.052,0
-124.113331303681,41.052,0
-119.179093074003,40.4026464645961,0
-117.339939619121,31.148,0
-117.047863771472,31.148,0
-116.463712076176,31.148,0
-116.171636228528,31.148,0
-117.509326840107,38.7328802307005,0
-117.138267677019,38.3618210676126,0
-118.993563492459,40.2171168830522,0
-123.007554608385,41.052,0
-120.519557043967,41.052,0
-114.569601641615,32.0198449677913,0
-121.901777913088,41.052,0
-120.243112870143,41.052,0
-120.796001217791,41.052,0
-121.625333739264,41.052,0
-122.73111043456,41.052,0
-122.178222086912,41.052,0
-121.072445391615,41.052,0
-114.957088293967,31.6323583154396,0
-114.182114989264,32.407331620143,0
-113.988371663088,32.6010749463188,0
-115.344574946319,31.2448716630879,0
-116.952738095475,38.1762914860686,0
-113.984264790772,35.2078181813653,0
-119.364622655547,40.5881760461401,0
-116.025090187756,37.2486435783488,0
-119.735681818635,40.959235209228,0
-116.210619769299,37.4341731598928,0
-115.468501443124,36.692054833717,0
-118.251445166283,39.4749985568763,0
-115.28297186158,36.506525252173,0
-117.880386003195,39.1039393937884,0
-114.911912698492,36.1354660890851,0
-117.323797258563,38.5473506491565,0
-116.396149350843,37.6197027414368,0
-118.808033910915,40.0315873015082,0
-114.726383116948,35.9499365075411,0
-114.540853535404,35.7644069259972,0
-124.339165042945,40.9643883476483,0
-124.514388347648,40.789165042945,0
-124.602,39.7632510595604,0
-124.602,38.5690480927913,0
-121.456587109727,34.8265337191333,0
-120.390345452007,33.7602920614135,0
-122.416204601674,35.7861512110812,0
-122.949325430534,36.319272039941,0
-120.710217949323,34.0801645587295,0
-124.602,38.227847245143,0
-120.177097120463,33.5470437298696,0
-122.522828767446,35.8927753768531,0
-124.602,38.9102489404396,0
-122.629452933218,35.9993995426251,0
-115.806541418967,31.148,0
-122.800221478016,41.052,0
-116.828806885736,31.148,0
-113.8915,34.7373804560329,0
-115.660503495143,31.148,0
-117.558996504857,31.148,0
-122.661999391104,41.052,0
-124.33543958557,37.7053861949768,0
-116.535296537001,37.7588499275947,0
-116.536731038088,31.148,0
-124.602,39.4220502119121,0
-124.548687917114,37.9186345265208,0
-124.602,40.1044519072087,0
-118.684358799655,32.0543054090619,0
-120.283721286235,33.6536678956416,0
-116.442531746229,37.6660851368227,0
-118.854416306301,40.0779696968942,0
-114.308941558474,35.5324949490672,0
-123.162573762078,36.532520371485,0
-123.26919792785,36.639144537257,0
-123.482446259394,36.8523928688009,0
-119.782064214021,41.005617604614,0
-121.970888956544,41.052,0
-115.514465571319,31.148,0
-113.8915,33.8309654130879,0
-124.602,38.3984476689671,0
-124.602,40.6162531786812,0
-124.602,40.2750523310329,0
-124.602,39.5926506357362,0
-124.602,39.0808493642638,0
-124.602,40.445652754857,0
-124.602,38.0572468213188,0
-124.602,39.9338514833846,0
-124.602,39.2514497880879,0
-124.602,38.7396485166155,0
-121.69444478272,41.052,0
-114.908652462423,31.6807941469836,0
-114.811780799335,31.7776658100715,0
-113.937882395386,35.1614357859793,0
-119.897557652863,41.052,0
-113.8915,33.5288270654396,0
-119.132710678617,40.3562640692102,0
-117.184650072405,38.4082034629986,0
-121.989707938587,35.3596545479932,0
-115.05105988465,36.274613275243,0
-122.247333130368,41.052,0
-123.055949596306,36.425896205713,0
-123.076665651841,41.052,0
-123.767776086401,41.052,0
-113.8915,34.1331037607363,0
-121.349962943955,34.7199095533614,0
-119.643976291603,33.0139229010097,0
-115.793178210826,37.0167316014189,0
-124.122191254026,37.4921378634328,0
-123.491331912577,41.052,0
-115.51488383851,36.7384372291029,0
-123.214887738753,41.052,0
-121.136714612411,34.5066612218174,0
-117.831365473479,31.201312082886,0
-122.842701264762,36.2126478741691,0
-122.938443564929,41.052,0
-114.216176767702,35.4397301582952,0
-118.044613805023,31.41456041443,0
-120.865112261247,41.052,0
-121.243338778183,34.6132853875894,0
-113.8915,33.6798962392638,0
-121.563211275499,34.9331578849053,0
-114.424294146984,32.1651524624232,0
-114.401706349246,35.6252597398392,0
-114.618037473159,31.9714091362473,0
-113.8915,33.2266887177913,0
-122.309580435902,35.6795270453092,0
-123.695694590938,37.0656412003449,0
-120.496969617779,33.8669162271855,0
-124.558194173824,40.7453592167691,0
-115.952579342791,31.148,0
-118.790982965427,32.1609295748338,0
-113.8915,34.4352421083846,0
-117.937989639251,31.307936248658,0
-118.151237970795,31.521184580202,0
-119.318240260161,40.5417936507541,0
-113.8915,33.0756195439671,0
-113.8915,34.2841729345604,0
-113.8915,33.9820345869121,0
-113.8915,32.924550370143,0
-113.8915,33.3777578916155,0
-113.8915,34.888449629857,0
-113.8915,32.7734811963188,0
-113.8915,35.0395188036812,0
-113.8915,34.5863112822087,0
-118.577734633883,31.9476812432899,0
-120.070472954691,33.4404195640976,0
-119.750600457375,33.1205470667817,0
-123.375822093622,36.745768703029,0
-121.776459607043,35.1464062164493,0
-120.923466280867,34.2934128902734,0
-120.603593783551,33.9735403929575,0
-118.897607131199,32.2675537406058,0
-124.015567088254,37.3855136976609,0
-122.73607709899,36.1060237083971,0
-119.217479628515,32.5874262379218,0
-118.257862136567,31.6278087459739,0
-122.096332104358,35.4662787137652,0
-123.80231875671,37.1722653661169,0
-120.816842115095,34.1867887245015,0
-119.324103794287,32.6940504036937,0
-122.20295627013,35.5729028795372,0
-124.442063751342,37.8120103607488,0
-119.004231296971,32.3741779063778,0
-121.883083772815,35.2530303822213,0
-118.364486302339,31.7344329117459,0
-118.471110468111,31.8410570775179,0
-124.228815419798,37.5987620292048,0
-123.908942922482,37.2788895318889,0
-123.589070425166,36.9590170345729,0
-121.030090446639,34.4000370560454,0
-119.857224623147,33.2271712325536,0
-119.537352125831,32.9072987352377,0
-121.669835441271,35.0397820506773,0
-119.430727960059,32.8006745694657,0
-119.963848788919,33.3337953983256,0
-119.110855462743,32.4808020721498,0
-119.039945887845,40.2634992784382,0
-121.279778521984,41.052,0
-124.044220260225,41.052,0
-121.003334348159,41.052,0
-120.450446000511,41.052,0
-116.97484480956,31.148,0
-116.098617266615,31.148,0
-120.174001826687,41.052,0
-114.13367915772,32.4557674516869,0
-115.296139114775,31.2933074946319,0
-114.680000721562,35.9035541121551,0
-117.120882733385,31.148,0
-116.682768961912,31.148,0
-117.412958581033,31.148,0
-117.266920657209,31.148,0
-116.390693114264,31.148,0
-117.705034428681,31.148,0
-116.24465519044,31.148,0
-123.905998173313,41.052,0
-114.772765512334,35.9963189029271,0
-121.141556435071,41.052,0
-113.939935831544,32.6495107778628,0
-123.629553999489,41.052,0
-114.521165810071,32.0682807993352,0
-117.926768398581,39.1503217891744,0
-114.327422483896,32.2620241255111,0
-114.958295093878,36.1818484844711,0
-115.005524125511,31.5839224838956,0
-121.556222695808,41.052,0
-122.109111043456,41.052,0
-120.035779739775,41.052,0
-122.523777304192,41.052,0
-122.38555521728,41.052,0
-123.353109825665,41.052,0
-120.588668087423,41.052,0
-124.182442347137,41.052,0
-121.832666869632,41.052,0
-121.418000608896,41.052,0
-120.312223913599,41.052,0
-120.726890174335,41.052,0
-124.295359216769,41.0081941738242,0
-119.411005050933,40.6345584415261,0
-114.230550820808,32.358895788599,0
-115.199267451687,31.3901791577198,0
-115.102395788599,31.4870508208077,0
-114.714909136247,31.8745374731594,0
-115.393010777863,31.196435831544,0
-114.036807494632,32.5526391147749,0
-116.628061327773,37.8516147183667,0
-117.277414863177,38.5009682537706,0
-114.865530303106,36.0890836936991,0
-118.390592352441,39.6141457430343,0
-117.555709235493,38.7792626260865,0
-116.906355700089,38.1299090906826,0
-116.813590909317,38.0371442999107,0
-116.164237373913,37.3877907645068,0
-115.700413420054,36.9239668106469,0
-118.483357143213,39.7069105338063,0
-119.596534632477,40.8200880230701,0
-116.071472583142,37.2950259737348,0
-115.422119047738,36.645672438331,0
-119.225475469389,40.4490288599821,0
-115.97870779237,37.2022611829628,0
-118.576121933985,39.7996753245783,0
-117.462944444721,38.6864978353145,0
-114.494471140018,35.7180245306112,0
-115.607648629282,36.8312020198749,0
-118.947181097073,40.1707344876662,0
-118.761651515529,39.9852049061222,0
-118.205062770897,39.4286161614904,0
-119.689299423249,40.912852813842,0
-115.236589466194,36.460142856787,0
-116.999120490861,38.2226738814546,0
-116.349766955457,37.5733203460508,0
-118.297827561669,39.5213809522623,0
-114.12341197693,35.3469653675232,0
-117.834003607809,39.0575569984024,0
-118.112297980125,39.3358513707184,0
-117.370179653949,38.5937330445425,0
-117.648474026265,38.8720274168585,0
-116.257002164685,37.4805555552788,0
-116.720826118545,37.9443795091387,0
-117.091885281633,38.3154386722266,0
-115.143824675422,36.367378066015,0
-117.741238817037,38.9647922076305,0
-118.668886724757,39.8924401153503,0
-115.885943001598,37.1094963921909,0
-114.58723593079,35.8107893213831,0
-115.329354256966,36.552907647559,0
-114.030647186158,35.2542005767513,0
-118.019533189353,39.2430865799464,0
-119.503769841705,40.7273232322981,0
-124.470582521473,40.8329708691208,0
-124.382970869121,40.9205825214725,0
-120.4983,35.955,0
-118.41,34.44,0
-124.14,40.57,0
-121.512,39.502,0
-121.49,37.065,0
-115.307,32.644,0
-115.4413,32.7667,0
-121.816,37.855,0
-121.74,37.737,0
-116.514,33.505,0
-118.846,37.609,0
-118.927,37.628,0
-118.831,37.561,0
-118.826,37.506,0
-118.791,37.595,0
-115.076,32.185,0
-118.8823,37.546,0
-115.62,33.1,0
-120.31,36.233,0
-120.45,36.256,0
-120.4,36.251,0
-121.695,37.306,0
-116.6117,34,0
-118.448,37.576,0
-118.525,37.569,0
-118.081,34.0493,0
-115.8314,33.0222,0
-121.8829,37.0407,0
-124.233,40.327,0
-116.436,34.2,0
-116.83,34.21,0
-118.5539,34.2057,0
-117.6973,34.1437,0
-118.001,34.2591,0
-118.4925,34.2748,0
-118.6143,34.3397,0
-118.6983,34.3263,0
-118.6982,34.3765,0
-116.286,36.728,0
-121.4622,36.7533,0
-116.2645,34.5981,0
-122.4127,38.3788,0
-116.9458,34.2895,0
-120.6165,39.8105,0
-114.906,32.037,0
-115.3215,32.3188,0
-121.5987,36.9667,0
-117.7758,33.9173,0
-116.848,34.31,0
-121.085,35.697,0
-120.365,35.817,0
-115.267,32.3,0
-116.3167,33.96,0
-121.7767,37.4317,0
-116.5697,33.5328,0
-115.312,32.4105,0
-116.4227,34.8118,0
-118.6292,35.3852,0
-117.0011,34.0655,0
-118.3536,33.9275,0
-119.0247,35.0172,0
-119.1926,34.9977,0
-117.3062,34.1081,0
-116.2019,33.8776,0
-122.5881,38.3669,0
-118.8938,34.0665,0
-120.9543,35.6421,0
-116.9226,34.1228,0
-117.4921,33.7328,0
-115.5018,32.8882,0
-121.3902,36.8059,0
-121.5134,36.8049,0
-121.619,36.8832,0
-121.6191,37.2793,0
-118.4129,34.2844,0
-118.3929,34.0541,0
-119.4398,34.3874,0
-117.2442,34.0559,0
-117.4459,34.1272,0
-119.0292,34.8927,0
-122.7048,38.4589,0
-122.1419,38.3722,0
-122.1853,37.8056,0
-122.1038,37.901,0
-118.0613,36.1466,0
-121.9354,37.7338,0
-121.486,37.3931,0
-121.9995,37.862,0
-116.8485,33.5089,0
-117.678,35.8373,0
-116.3912,33.9538,0
-116.0516,33.7129,0
-117.7658,36.0312,0
-116.04,32.707,0
-122.9121,38.6781,0
-122.2222,37.844,0
-117.6258,34.373,0
-116.2082,33.2394,0
-118.651,34.4032,0
-116.1472,33.2262,0
-117.3507,32.7797,0
-122.1711,38.2387,0
-116.9872,34.1614,0
-117.4608,34.2691,0
-116.7082,33.638,0
-122.0707,37.8077,0
-120.7532,35.632,0
-121.3092,36.6815,0
-117.7145,33.8204,0
-120.4993,34.7697,0
-117.8947,36.0735,0
-116.8133,32.7219,0
-116.439,33.4453,0
-116.3444,34.8632,0
-116.0659,33.2617,0
-116.7534,34.0294,0
-117.5805,35.6211,0
-118.5645,35.3429,0
-121.5645,37.1033,0
-121.4607,36.8466,0
-119.6948,34.2871,0
-120.1861,36.0672,0
-117.1038,33.867,0
-117.3882,34.1976,0
-119.6912,34.8437,0
-116.7858,33.928,0
-115.9772,33.1624,0
-118.2251,34.0102,0
-116.0506,34.7251,0
-116.088,32.6823,0
-118.7412,34.2904,0
-116.8468,32.4923,0
-116.2977,32.9942,0
-122.4729,37.6078,0
-122.2831,37.0656,0
-120.7845,35.492,0
-116.1347,32.6554,0
-117.7125,33.8726,0
-121.8076,37.7173,0
-117.0296,33.827,0
-118.7007,33.8455,0
-117.3257,32.6386,0
-116.7186,33.223,0
-119.2446,34.8456,0
-116.7636,33.5058,0
-116.0467,33.1099,0
-117.5824,34.2088,0
-116.405,34.1242,0
-117.6639,35.7823,0
-117.9697,33.6767,0
-117.8198,33.9634,0
-116.5827,33.4509,0
-116.4826,33.0804,0
-117.3498,35.2675,0
-121.2089,36.6008,0
-117.6639,33.5309,0
-116.1786,33.8029,0
-118.4283,33.974,0
-118.6693,33.9806,0
-115.8937,33.0622,0
-118.1836,33.909,0
-117.8665,36.3911,0
-120.4353,35.8887,0
-121.7273,37.365,0
-121.8067,37.4859,0
-120.797,35.5518,0
-121.0867,37.2956,0
-120.404,35.639,0
-120.328,35.697,0
-120.17,35.71,0
-118.387,33.801,0
-117.838,33.9121,0
-118.642,34.564,0
-118.426,34.704,0
-116.979,33.729,0
-118.474,35.644,0
-118.339,34.09,0
-118.56,34.571,0
-118.478,34.65,0
-118.396,34.334,0
-118.114,34.5781,0
-117.922,34.5083,0
-119.206,34.145,0
-117.808,34.091,0
-118.018,34.185,0
-118.791,35.027,0
-124.352,40.348,0
-124.263,40.576,0
-124.286,40.324,0
-121.55,39.446,0
-121.614,39.496,0
-121.49,39.4488,0
-121.604,39.4325,0
-121.536,36.987,0
-121.54,36.86,0
-115.3382,32.6931,0
-115.513,32.991,0
-115.493,32.6695,0
-115.516,33.1266,0
-115.24,32.484,0
-115.59,33.36,0
-115.083,32.573,0
-115.195,32.356,0
-115.562,32.793,0
-115.319,32.96,0
-115.5952,32.7517,0
-115.637,32.718,0
-115.38,32.894,0
-115.432,32.864,0
-115.487,32.839,0
-115.3786,32.8114,0
-115.512,33.239,0
-115.701,32.929,0
-115.86,32.79,0
-115.825,32.955,0
-115.103,32.289,0
-115.623,33.037,0
-122.061,37.657,0
-121.75,37.62,0
-121.919,37.53,0
-121.98,37.78,0
-121.42,37.46,0
-116.453,33.607,0
-116.674,33.5558,0
-116.28,33.19,0
-116.4,33.348,0
-118.705,37.588,0
-118.475,37.818,0
-118.602,37.481,0
-118.813,37.679,0
-115.436,32.618,0
-115.616,33.1774,0
-120.32,36.503,0
-120.277,35.743,0
-120.381,35.878,0
-120.411,35.796,0
-120.477,35.77,0
-120.282,35.81,0
-120.55,35.905,0
-120.6,35.861,0
-120.249,36.308,0
-120.59,36.034,0
-120.253,36.0109,0
-120.357,36.138,0
-120.263,36.2108,0
-120.309,36.1657,0
-120.171,36.1447,0
-122.13,37.623,0
-121.952,37.397,0
-121.628,37.166,0
-121.953,36.973,0
-121.803,37.05,0
-122.231,37.545,0
-121.434,37.033,0
-121.413,36.888,0
-120.825,37.106,0
-122.398,37.622,0
-122.06,37.001,0
-116.86,33.64,0
-116.644,33.4593,0
-116.838,33.738,0
-116.509,33.962,0
-117.327,34.448,0
-116.214,33.747,0
-116.155,33.717,0
-116.314,34.13,0
-117.451,33.852,0
-116.392,34.274,0
-116.5782,34.0486,0
-117.132,33.599,0
-116.543,33.924,0
-116.512,33.829,0
-116.683,33.324,0
-117.574,34.104,0
-117.446,33.951,0
-116.88,33.797,0
-116.51,33.568,0
-116.852,33.851,0
-117.151,33.946,0
-117.149,33.496,0
-117.094,33.64,0
-118.396,37.36,0
-118.398,37.662,0
-118.229,37.054,0
-118.15,34.07,0
-118.096,34.177,0
-117.951,33.817,0
-118.036,34.13,0
-118.439,34.236,0
-117.974,34.1,0
-118.158,33.965,0
-118.405,34.127,0
-118.225,34.286,0
-117.896,33.916,0
-118.331,34.168,0
-118.696,34.15,0
-118.606,34.212,0
-118.27,33.812,0
-118.65,34.459,0
-117.871,34.078,0
-117.937,33.719,0
-118.231,34.2,0
-117.883,34.137,0
-117.943,33.99,0
-118.279,33.905,0
-118.361,34.009,0
-118.481,34.086,0
-118.222,34.088,0
-118.279,34.005,0
-118.2,33.754,0
-118.194,33.84,0
-118.133,33.778,0
-117.973,33.921,0
-118.099,33.846,0
-118.156,34.688,0
-118.241,34.6,0
-118.638,34.045,0
-118.8,34.013,0
-118.08,34.39,0
-118.881,34.288,0
-118.057,34.224,0
-118.533,34.387,0
-118.07,33.915,0
-118.554,34.042,0
-118.171,34.149,0
-117.748,34.056,0
-118.335,33.74,0
-118.265,34.827,0
-118.485,34.005,0
-118.366,34.235,0
-118.303,34.269,0
-118.269,33.736,0
-118.327,34.492,0
-117.818,33.821,0
-115.665,33.125,0
-115.751,33.097,0
-122.342,37.465,0
-122.303,37.785,0
-121.984,37.047,0
-121.143,36.532,0
-121.249,36.658,0
-121.043,36.569,0
-121.195,36.673,0
-121.18,36.483,0
-122.136,37.492,0
-122.295,37.844,0
-122.476,37.808,0
-122.01,37.172,0
-122.508,37.946,0
-122.361,37.529,0
-121.897,36.597,0
-122.797,38.043,0
-122.21,37.42,0
-122.527,37.822,0
-122.342,37.935,0
-121.395,36.753,0
-122.385,37.728,0
-122.429,37.79,0
-121.642,36.671,0
-121.803,37.21,0
-122.031,37.255,0
-122.388,37.675,0
-122.025,37.402,0
-121.88,37.597,0
-122.373,37.825,0
-124.148,40.802,0
-124.069,40.026,0
-115.743,34.56,0
-116.066,35.271,0
-117.047,34.887,0
-117.65,35.002,0
-118.018,33.847,0
-116.858,34.851,0
-117.939,34.15,0
-116.684,35.268,0
-118.044,33.727,0
-116.612,34.568,0
-116.419,33.905,0
-117.824,33.7278,0
-116.009,34.021,0
-116.823,34.904,0
-116.935,34.238,0
-116.078,33.426,0
-118.387,34.662,0
-116.28,33.628,0
-115.987,33.564,0
-117.661,34.233,0
-117.902,33.634,0
-115.831,33.421,0
-115.913,33.504,0
-117.909,34.458,0
-117.52,34.467,0
-116.931,33.58,0
-115.984,33.28,0
-118.084,33.757,0
-116.684,33.888,0
-117.545,34.314,0
-119.362,34.016,0
-118.361,34.758,0
-119.079,34.208,0
-118.012,33.79,0
-118.214,34.739,0
-117.98,34.486,0
-118.389,33.886,0
-118.175,35.07,0
-118.377,35.042,0
-118.114,33.99,0
-118.536,34.848,0
-118.582,34.435,0
-119.065,34.109,0
-118.396,33.746,0
-118.206,34.87,0
-117.321,34.183,0
-116.958,33.787,0
-118.724,34.743,0
-119.851,34.422,0
-118.71,34.232,0
-118.666,34.264,0
-118.6,34.084,0
-119.293,34.276,0
-118.029,34.015,0
-117.737,34.381,0
-118.13,33.57,0
-117.964,34.425,0
-116.4,36.64,0
-116.06,36.93,0
-116.76,36.91,0
-116,36.23,0
-116.756,33.6022,0
-116.872,34.241,0
-115.733,33.3527,0
-115.657,33.398,0
-116.799,34.161,0
-116.172,33.925,0
-117.117,34.067,0
-117.853,34.4435,0
-122.157,38.054,0
-122.318,38.33,0
-122.565,38.097,0
-122.658,38.267,0
-122.417,37.95,0
-122.457,38.29,0
-122.248,38.108,0
-117.35,34.074,0
-117.334,34.744,0
-117.213,34.136,0
-117.127,33.748,0
-116.453,34.282,0
-117.234,33.902,0
-117.647,34.439,0
-117.2239,34.0047,0
-117.344,33.979,0
-117.191,33.715,0
-117.058,34.004,0
-119.79,39.185,0
-120.117,39.3281,0
-119.773,39.466,0
-116.775,32.838,0
-116.972,33.93,0
-117.267,33.699,0
-116.931,33.744,0
-116.715,33.747,0
-116.621,33.6159,0
-116.338,33.723,0
-117.332,33.669,0
-116.076,33.572,0
-117.205,33.649,0
-117.312,33.818,0
-116.1679,33.1557,0
-116.374,33.758,0
-117.23,33.787,0
-117.04,32.954,0
-116.911,33.482,0
-117.32,33.895,0
-116.084,34.149,0
-115.092,32.708,0
-115.691,32.7948,0
-121.774,36.239,0
-122.085,37.299,0
-122.091,37.553,0
-122.106,37.239,0
-122.173,37.456,0
-121.937,37.329,0
-122.006,37.6,0
-117.593,33.876,0
-117.805,34.393,0
-117.056,33.681,0
-124.2945,40.4976,0
-123.88,40.78,0
-124.348,40.563,0
-124.2009,40.6994,0
-124.2207,40.6442,0
-116.572,35.043,0
-116.3945,33.8166,0
-118.532,34.16,0
-117.857,33.853,0
-117.54,33.8556,0
-117.918,33.766,0
-118.1737,34.199,0
-118.286,34.077,0
-117.488,33.919,0
-118.447,34.184,0
-122.71,38.35,0
-122.276,38.27,0
-119.054,35.355,0
-119.449,35.403,0
-121.124,35.593,0
-118.945,34.812,0
-119.728,36.774,0
-121.243,36.321,0
-120.328,34.519,0
-120.457,35.208,0
-120.382,36.755,0
-121.778,36.807,0
-119.23,34.448,0
-120.885,35.274,0
-120.884,35.799,0
-119.756,34.439,0
-120.719,35.556,0
-119.299,34.3968,0
-119.78,36.775,0
-120.425,35.939,0
-120.254,35.624,0
-120.579,35.973,0
-120.511,35.815,0
-121.131,36.207,0
-120.708,36.191,0
-116.6642,31.8683,0
-115.24,32.4,0
-115.882,31.615,0
-115.316,32.464,0
-116.3012,32.0203,0
-114.9612,32.1656,0
-115.8407,32.116,0
-115.1303,32.4222,0
-115.2357,32.5495,0
-116.19,31.69,0
-115.714,31.398,0
-114.636,32.739,0
-116.975,32.813,0
-116.276,32.942,0
-117.242,32.749,0
-117.158,32.71,0
-117.08,32.735,0
-117.175,32.822,0
-117.007,32.71,0
-117.142,32.915,0
-117.227,32.877,0
-114.715,33.61,0
-115.776,33.397,0
-116.461,33.815,0
-116.863,33.354,0
