"","V1"
"14338",9334
"14339",12389
"14340",7535
"14341",13905
"14342",2879
"14343",811
"14344",811
"14345",9659
"14346",4184
"14347",11755
"14348",11062
"14349",1156
"14350",1790
"14351",16486
"14352",4352
"14353",3274
"14354",16837
"14355",10354
"14356",7176
"14357",7185
"14358",7182
"14359",338
"14360",8770
"14361",8569
"14362",2690
"14363",2573
"14364",5327
"14365",1396
"14366",5739
"14367",14299
"14368",5435
"14369",11296
"14370",68
"14371",5181
"14372",1749
"14373",9800
"14374",11947
"14375",3342
"14376",14143
"14377",8544
"14378",11159
"14379",2981
"14380",5038
"14381",7309
"14382",8644
"14383",6781
"14384",4438
"14385",12883
"14386",12019
"14387",5465
"14388",4438
"14389",13336
"14390",7197
"14391",7361
"14392",258
"14393",6098
"14394",8554
"14395",8557
"14396",4376
"14397",4286
"14398",3098
"14399",3495
"14400",8509
"14401",7117
"14402",5640
"14403",11915
"14404",13119
"14405",1954
"14406",1500
"14407",6294
"14408",4155
"14409",8889
"14410",11499
"14411",5632
"14412",4947
"14413",6827
"14414",8949
"14415",11363
"14416",8084
"14417",8259
"14418",18844
"14419",11210
"14420",1974
"14421",2668
"14422",10803
"14423",5693
"14424",12241
"14425",5013
"14426",5765
"14427",5072
"14428",2246
"14429",1493
"14430",8553
"14431",3524
"14432",7662
"14433",7049
"14434",14107
"14435",5737
"14436",8807
"14437",12916
"14438",9573
"14439",9339
"14440",8691
"14441",3350
"14442",4292
"14443",2680
"14444",3184
"14445",8688
"14446",6002
"14447",9667
"14448",2013
"14449",6853
"14450",6626
"14451",1282
"14452",1143
"14453",2566
"14454",5152
"14455",5142
"14456",10949
"14457",8493
"14458",8209
"14459",10403
"14460",1869
"14461",6567
"14462",8701
"14463",5598
"14464",6662
"14465",10534
"14466",12395
"14467",13859
"14468",5317
"14469",13392
"14470",8346
"14471",4961
"14472",18402
"14473",8715
"14474",4548
"14475",11043
"14476",5052
"14477",504
"14478",10051
"14479",3083
"14480",981
"14481",9864
"14482",2095
"14483",5143
"14484",3605
"14485",9424
"14486",1159
"14487",3086
"14488",4054
"14489",6005
"14490",14169
"14491",2695
"14492",6760
"14493",11398
"14494",10601
"14495",5060
"14496",6776
"14497",5651
"14498",8647
"14499",5970
"14500",10824
"14501",3856
"14502",9247
"14503",8941
"14504",734
"14505",5431
"14506",9843
"14507",8811
"14508",6724
"14509",3634
"14510",2297
"14511",8164
"14512",392
"14513",7860
"14514",10618
"14515",12113
"14516",4969
"14517",4704
"14518",16381
"14519",7020
"14520",2924
"14521",9032
"14522",6271
"14523",1338
"14524",661
"14525",5064
"14526",1034
"14527",9065
"14528",1666
"14529",13029
"14530",2287
"14531",2444
"14532",8158
"14533",7441
"14534",8068
"14535",9009
"14536",11713
"14537",995
"14538",5186
"14539",4490
"14540",9739
"14541",4447
"14542",2515
"14543",13354
"14544",1723
"14545",5088
"14546",4977
"14547",6184
"14548",8617
"14549",3772
"14550",11182
"14551",12371
"14552",8032
"14553",4385
"14554",9612
"14555",5263
"14556",7951
"14557",3434
"14558",7951
"14559",8577
"14560",13468
"14561",10566
"14562",5230
"14563",9436
"14564",9570
"14565",5146
"14566",2496
"14567",942
"14568",1420
"14569",6021
"14570",42
"14571",2754
"14572",9350
"14573",8595
"14574",11595
"14575",7659
"14576",8730
"14577",6362
"14578",2846
"14579",1192
"14580",611
"14581",10024
"14582",8377
"14583",3272
"14584",6535
"14585",3010
"14586",5055
"14587",10998
"14588",6632
"14589",2260
"14590",15832
"14591",2376
"14592",1825
"14593",1084
"14594",12273
"14595",11
"14596",7461
"14597",13432
"14598",5845
"14599",10772
"14600",4258
"14601",1184
"14602",8
"14603",13710
"14604",2569
"14605",10781
"14606",4417
"14607",7075
"14608",977
"14609",3069
"14610",2696
"14611",8801
"14612",9729
"14613",3765
"14614",132
"14615",12791
"14616",6696
"14617",454
"14618",7143
"14619",456
"14620",6562
"14621",8271
"14622",4771
"14623",7540
"14624",3120
"14625",11646
"14626",15224
"14627",4336
"14628",8954
"14629",5814
"14630",2244
"14631",7764
"14632",5610
"14633",6590
"14634",8287
"14635",12246
"14636",4597
"14637",5225
"14638",9103
"14639",4515
"14640",4903
"14641",7127
"14642",11715
"14643",12523
"14644",12696
"14645",5607
"14646",5682
"14647",5012
"14648",3279
"14649",1609
"14650",8244
"14651",3751
"14652",4775
"14653",4775
"14654",4163
"14655",492
"14656",9500
"14657",332
"14658",3955
"14659",17092
"14660",1327
"14661",7272
"14662",2173
"14663",4249
"14664",4923
"14665",11381
"14666",8865
"14667",17386
"14668",5757
"14669",4553
"14670",6791
"14671",1016
"14672",4631
"14673",2310
"14674",6716
"14675",7853
"14676",12990
"14677",8743
"14678",8653
"14679",16691
"14680",9219
"14681",11612
"14682",1229
"14683",12834
"14684",9034
"14685",9034
"14686",3681
"14687",2303
"14688",10841
"14689",2799
"14690",4431
"14691",11439
"14692",3345
"14693",2629
"14694",8768
"14695",4724
"14696",8239
"14697",14080
"14698",8224
"14699",2307
"14700",3062
"14701",11531
"14702",6870
"14703",10708
"14704",3612
"14705",5281
"14706",2801
"14707",1772
"14708",4097
"14709",7751
"14710",15216
"14711",3853
"14712",3966
"14713",8320
"14714",4114
"14715",6440
"14716",5184
"14717",733
"14718",4198
"14719",1448
"14720",8635
"14721",10614
"14722",1591
"14723",11882
"14724",4923
"14725",3553
"14726",9735
"14727",13675
"14728",4535
"14729",6889
"14730",8723
"14731",6971
"14732",3890
"14733",2083
"14734",2291
"14735",1115
"14736",9976
"14737",4521
"14738",8330
"14739",2771
"14740",3661
"14741",6565
"14742",9214
"14743",15284
"14744",3748
"14745",8842
"14746",8841
"14747",5084
"14748",8057
"14749",4435
"14750",8690
"14751",4292
"14752",14278
"14753",4555
"14754",699
"14755",958
"14756",3605
"14757",11927
"14758",4184
"14759",5363
"14760",8148
"14761",7051
"14762",12385
"14763",1285
"14764",14700
"14765",11745
"14766",7091
"14767",5793
"14768",3705
"14769",5214
"14770",4229
"14771",4904
"14772",11311
"14773",11311
"14774",12055
"14775",5220
"14776",8677
"14777",15925
"14778",12463
"14779",4419
"14780",6014
"14781",3129
"14782",44
"14783",7140
"14784",6450
"14785",3037
"14786",1604
"14787",4956
"14788",7830
"14789",7644
"14790",1940
"14791",10573
"14792",12080
"14793",8784
"14794",3376
"14795",4863
"14796",16226
"14797",12064
"14798",10597
"14799",3691
"14800",8412
"14801",783
"14802",476
"14803",9480
"14804",6649
"14805",5853
"14806",4082
"14807",11880
"14808",6842
"14809",568
"14810",7135
"14811",562
"14812",14129
"14813",4236
"14814",7315
"14815",3495
"14816",10637
"14817",3200
"14818",10300
"14819",3596
"14820",6709
"14821",7006
"14822",2756
"14823",3425
"14824",13301
"14825",3694
"14826",10069
"14827",7350
"14828",6751
"14829",9038
"14830",653
"14831",8780
"14832",5929
"14833",10578
"14834",5037
"14835",4177
"14836",8190
"14837",114
"14838",3927
"14839",4945
"14840",5221
"14841",6726
"14842",2787
"14843",2365
"14844",1778
"14845",10668
"14846",11792
"14847",9049
"14848",1242
"14849",9138
"14850",10030
"14851",14457
"14852",1439
"14853",8526
"14854",2653
"14855",7472
"14856",13687
"14857",1002
"14858",5248
"14859",6777
"14860",9538
"14861",5242
"14862",3259
"14863",3078
"14864",728
"14865",3654
"14866",2141
"14867",6657
"14868",9473
"14869",8030
"14870",19846
"14871",14322
"14872",5041
"14873",1180
"14874",2821
"14875",9182
"14876",1487
"14877",11429
"14878",691
"14879",2550
"14880",11174
"14881",12556
"14882",10364
"14883",9771
"14884",4039
"14885",3318
"14886",8424
"14887",7493
"14888",3022
"14889",5112
"14890",6177
"14891",6389
"14892",9239
"14893",1916
"14894",6407
"14895",192
"14896",3387
"14897",1204
"14898",3245
"14899",13195
"14900",948
"14901",4273
"14902",7353
"14903",5679
"14904",4609
"14905",1221
"14906",716
"14907",5792
"14908",1644
"14909",7267
"14910",6030
"14911",2351
"14912",1079
"14913",1636
"14914",6100
"14915",7710
"14916",5714
"14917",14697
"14918",13477
"14919",923
"14920",3656
"14921",12269
"14922",4891
"14923",5834
"14924",14547
"14925",10033
"14926",5769
"14927",6007
"14928",10425
"14929",550
"14930",2597
"14931",741
"14932",6065
"14933",8079
"14934",8304
"14935",3579
"14936",5690
"14937",2757
"14938",15141
"14939",8749
"14940",9335
"14941",1224
"14942",759
"14943",12410
"14944",14941
"14945",3188
"14946",3407
"14947",3931
"14948",13838
"14949",8746
"14950",8503
"14951",13902
"14952",6433
"14953",2069
"14954",4591
"14955",8893
"14956",4233
"14957",14149
"14958",2708
"14959",3553
"14960",6329
"14961",7841
"14962",2414
"14963",3537
"14964",6642
"14965",4752
"14966",8828
"14967",2288
"14968",9947
"14969",8928
"14970",12795
"14971",4496
"14972",4496
"14973",3359
"14974",3359
"14975",2328
"14976",1151
"14977",2716
"14978",15577
"14979",12932
"14980",13536
"14981",1528
"14982",5791
"14983",1187
"14984",15581
"14985",1293
"14986",10621
"14987",9744
"14988",1040
"14989",6251
"14990",1619
"14991",11931
"14992",11851
"14993",3869
"14994",12239
"14995",2919
"14996",10881
"14997",2395
"14998",6017
"14999",11065
"15000",9118
"15001",9117
"15002",518
"15003",4272
"15004",1946
"15005",12308
"15006",6850
"15007",911
"15008",2944
"15009",10478
"15010",10102
"15011",5416
"15012",6902
"15013",12966
"15014",9144
"15015",3265
"15016",12353
"15017",4766
"15018",4912
"15019",3449
"15020",13523
"15021",8179
"15022",9376
"15023",3502
"15024",1638
"15025",2750
"15026",36
"15027",5114
"15028",8566
"15029",16835
"15030",3238
"15031",4859
"15032",6312
"15033",4139
"15034",15355
"15035",1599
"15036",5435
"15037",5333
"15038",596
"15039",5097
"15040",11025
"15041",6348
"15042",4441
"15043",5523
"15044",8923
"15045",10854
"15046",5284
"15047",7597
"15048",3781
"15049",7311
"15050",6531
"15051",1333
"15052",1191
"15053",1953
"15054",1078
"15055",11235
"15056",2722
"15057",6756
"15058",2340
"15059",14986
"15060",2023
"15061",1205
"15062",3122
"15063",3519
"15064",5360
"15065",11541
"15066",11344
"15067",7496
"15068",2451
"15069",13269
"15070",3589
"15071",10629
"15072",8717
"15073",10631
"15074",5841
"15075",13265
"15076",8189
"15077",2359
"15078",9231
"15079",7696
"15080",9046
"15081",8243
"15082",909
"15083",1891
"15084",9487
"15085",8015
"15086",10001
"15087",8646
"15088",13614
"15089",8131
"15090",2782
"15091",10412
"15092",2758
"15093",10718
"15094",8729
"15095",2305
"15096",174
"15097",4425
"15098",174
"15099",3280
"15100",3280
"15101",5614
"15102",5614
"15103",2214
"15104",6126
"15105",10971
"15106",11716
"15107",9876
"15108",3042
"15109",856
"15110",3822
"15111",3259
"15112",8913
"15113",5782
"15114",5308
"15115",5308
"15116",4237
"15117",5567
"15118",4263
"15119",9234
"15120",6718
"15121",8373
"15122",3245
"15123",4387
"15124",2275
"15125",7332
"15126",3340
"15127",9755
"15128",9710
"15129",1991
"15130",3722
"15131",6050
"15132",2996
"15133",8585
"15134",884
"15135",4412
"15136",1711
"15137",13657
"15138",3255
"15139",7002
"15140",10516
"15141",528
"15142",13555
"15143",4744
"15144",12219
"15145",2004
"15146",13910
"15147",8298
"15148",11146
"15149",3216
"15150",9825
"15151",10820
"15152",4699
"15153",10236
"15154",6983
"15155",10373
"15156",11543
"15157",5434
"15158",10607
"15159",4011
"15160",7421
"15161",550
"15162",5519
"15163",13645
"15164",10460
"15165",3698
"15166",6396
"15167",6396
"15168",3165
"15169",5509
"15170",1189
"15171",9357
"15172",6249
"15173",2695
"15174",6835
"15175",16302
"15176",3771
"15177",9119
"15178",9971
"15179",1737
"15180",1789
"15181",14705
"15182",8362
"15183",1905
"15184",5146
"15185",1232
"15186",13030
"15187",8726
"15188",5059
"15189",5059
"15190",12156
"15191",5063
"15192",5098
"15193",6080
"15194",6410
"15195",6731
"15196",6731
"15197",8373
"15198",4398
"15199",10101
"15200",4999
"15201",4999
"15202",8679
"15203",1518
"15204",10893
"15205",9835
"15206",11940
"15207",812
"15208",3219
"15209",15501
"15210",10990
"15211",13422
"15212",6467
"15213",11206
"15214",4868
"15215",8762
"15216",13462
"15217",4929
"15218",3305
"15219",12148
"15220",4300
"15221",14962
"15222",2501
"15223",10401
"15224",11126
"15225",11395
"15226",1855
"15227",1845
"15228",1819
"15229",412
"15230",2037
"15231",4982
"15232",4188
"15233",5622
"15234",3692
"15235",2442
"15236",4797
"15237",3930
"15238",4667
"15239",12382
"15240",1366
"15241",4650
"15242",9872
"15243",8204
"15244",6661
"15245",4939
"15246",3232
"15247",5003
"15248",1053
"15249",1972
"15250",11376
"15251",12494
"15252",9092
"15253",11834
"15254",5080
"15255",7768
"15256",2640
"15257",1373
"15258",3745
"15259",10990
"15260",4125
"15261",4235
"15262",9078
"15263",14271
"15264",12505
"15265",1022
"15266",5137
"15267",3778
"15268",9103
"15269",1712
"15270",3683
"15271",2596
"15272",6228
"15273",8881
"15274",3549
"15275",2718
"15276",13097
"15277",2715
"15278",2571
"15279",3118
"15280",3178
"15281",5706
"15282",17102
"15283",1099
"15284",9096
"15285",1256
"15286",3360
"15287",5074
"15288",5687
"15289",6867
"15290",6867
"15291",8077
"15292",4535
"15293",6796
"15294",3710
"15295",8220
"15296",721
"15297",13715
"15298",3568
"15299",10613
"15300",1011
"15301",1281
"15302",12068
"15303",9215
"15304",3174
"15305",12227
"15306",3925
"15307",6183
"15308",4893
"15309",14973
"15310",9785
"15311",966
"15312",4025
"15313",3631
"15314",4563
"15315",13865
"15316",14730
"15317",7247
"15318",6951
"15319",5661
"15320",4479
"15321",8970
"15322",8722
"15323",6523
"15324",13883
"15325",4428
"15326",1273
"15327",4577
"15328",5205
"15329",6864
"15330",1311
"15331",14524
"15332",94
"15333",8972
"15334",13437
"15335",165
"15336",3546
"15337",4342
"15338",7089
"15339",1579
"15340",10710
"15341",6114
"15342",9508
"15343",5675
"15344",3689
"15345",13478
"15346",4827
"15347",7284
"15348",3647
"15349",9294
"15350",765
"15351",9276
"15352",3582
"15353",5177
"15354",2516
"15355",9899
"15356",13003
"15357",8278
"15358",4977
"15359",14452
"15360",2561
"15361",9182
"15362",5554
"15363",6811
"15364",4891
"15365",1877
"15366",8846
"15367",3493
"15368",13746
"15369",4939
"15370",9114
"15371",2440
"15372",835
"15373",1305
"15374",10974
"15375",9402
"15376",3484
"15377",1791
"15378",9762
"15379",2365
"15380",8998
"15381",2605
"15382",944
"15383",4408
"15384",2825
"15385",2030
"15386",2030
"15387",3520
"15388",6802
"15389",1872
"15390",5034
"15391",5312
"15392",9333
"15393",1334
"15394",2110
"15395",8961
"15396",9131
"15397",3735
"15398",7202
"15399",6945
"15400",14253
"15401",8229
"15402",5002
"15403",15073
"15404",7133
"15405",14588
"15406",2677
"15407",2073
"15408",7822
"15409",4805
"15410",5404
"15411",1254
"15412",950
"15413",12728
"15414",4020
"15415",9059
"15416",10515
"15417",1175
"15418",8975
"15419",4970
"15420",4429
"15421",11690
"15422",7150
"15423",3919
"15424",3919
"15425",5246
"15426",3608
"15427",6217
"15428",1122
"15429",1235
"15430",7990
"15431",12964
"15432",1948
"15433",6082
"15434",6957
"15435",7982
"15436",2375
"15437",4484
"15438",2661
"15439",13711
"15440",963
"15441",169
"15442",9206
"15443",12300
"15444",10338
"15445",13676
"15446",1603
"15447",4500
"15448",9558
"15449",10628
"15450",11777
"15451",1689
"15452",3408
"15453",8586
"15454",14092
"15455",2084
"15456",13010
"15457",7969
"15458",10268
"15459",6391
"15460",1230
"15461",12979
"15462",1933
"15463",2901
"15464",2986
"15465",2958
"15466",12137
"15467",1356
"15468",4812
"15469",1981
"15470",13048
"15471",2794
"15472",4091
"15473",5566
"15474",5599
"15475",1951
"15476",9209
"15477",1485
"15478",6689
"15479",9273
"15480",861
"15481",10067
"15482",9008
"15483",2213
"15484",14198
"15485",8324
"15486",1978
"15487",3929
"15488",492
"15489",6296
"15490",3215
"15491",6057
"15492",10726
"15493",6335
"15494",472
"15495",8712
"15496",3825
"15497",9716
"15498",6403
"15499",12027
"15500",3713
"15501",1821
"15502",3591
"15503",6168
"15504",4266
"15505",2835
"15506",284
"15507",8029
"15508",1932
"15509",3828
"15510",8275
"15511",7086
"15512",2626
"15513",4908
"15514",4810
"15515",4723
"15516",7014
"15517",11306
"15518",1666
"15519",12977
"15520",13756
"15521",4794
"15522",9177
"15523",10538
"15524",3024
"15525",9824
"15526",9655
"15527",9770
"15528",9252
"15529",4343
"15530",15753
"15531",1040
"15532",6158
"15533",14895
"15534",3141
"15535",9060
"15536",9005
"15537",9067
"15538",10137
"15539",10993
"15540",3066
"15541",11050
"15542",8536
"15543",3569
"15544",3004
"15545",11036
"15546",14481
"15547",15747
"15548",7475
"15549",3764
"15550",6045
"15551",16195
"15552",3514
"15553",5459
"15554",9084
"15555",5609
"15556",9558
"15557",11617
"15558",9107
"15559",12838
"15560",4270
"15561",2807
"15562",5876
"15563",2113
"15564",11759
"15565",12017
"15566",3985
"15567",1251
"15568",3438
"15569",8100
"15570",5369
"15571",12412
"15572",5332
"15573",11862
"15574",5606
"15575",3332
"15576",1772
"15577",12086
"15578",7749
"15579",9741
"15580",4527
"15581",13539
"15582",3011
"15583",2273
"15584",6447
"15585",3523
"15586",2484
"15587",5518
"15588",4124
"15589",2962
"15590",8095
"15591",8919
"15592",4230
"15593",6913
"15594",5473
"15595",10047
"15596",9162
"15597",14423
"15598",611
"15599",7676
"15600",8742
"15601",7930
"15602",8147
"15603",10624
"15604",1231
"15605",5480
"15606",3470
"15607",9837
"15608",5873
"15609",7567
"15610",4697
"15611",5268
"15612",13742
"15613",5224
"15614",15344
"15615",5566
"15616",3119
"15617",1121
"15618",4785
"15619",7780
"15620",3615
"15621",3615
"15622",5062
"15623",5065
"15624",1676
"15625",2499
"15626",10577
"15627",9254
"15628",12679
"15629",3874
"15630",13503
"15631",1442
"15632",2693
"15633",2693
"15634",4878
"15635",6556
"15636",15789
"15637",7878
"15638",12278
"15639",2226
"15640",1556
"15641",1472
"15642",4299
"15643",6298
"15644",1182
"15645",4664
"15646",13501
"15647",6152
"15648",13309
"15649",8525
"15650",1024
"15651",5243
"15652",3644
"15653",10665
"15654",5793
"15655",4628
"15656",6174
"15657",116
"15658",4378
"15659",12361
"15660",3522
"15661",17327
"15662",4205
"15663",11158
"15664",3762
"15665",2186
"15666",10709
"15667",2194
"15668",13656
"15669",4470
"15670",8401
"15671",6770
"15672",7613
"15673",8009
"15674",9229
"15675",3427
"15676",4845
"15677",2526
"15678",2384
"15679",2750
"15680",11857
"15681",6946
"15682",1039
"15683",7823
"15684",14951
"15685",2999
"15686",1431
"15687",11522
"15688",11561
"15689",3528
"15690",2707
"15691",6979
"15692",5951
"15693",4373
"15694",2364
"15695",3248
"15696",4143
"15697",12529
"15698",3114
"15699",2255
"15700",8085
"15701",1488
"15702",1488
"15703",1212
"15704",3646
"15705",10545
"15706",11185
"15707",4185
"15708",4343
"15709",4458
"15710",3876
"15711",8156
"15712",1076
"15713",2710
"15714",4240
"15715",13493
"15716",7649
"15717",8088
"15718",9974
"15719",14678
"15720",4177
"15721",934
"15722",11982
"15723",15469
"15724",2036
"15725",1520
"15726",11121
"15727",12152
"15728",5194
"15729",2647
"15730",2647
"15731",9693
"15732",4578
"15733",11496
"15734",3067
"15735",6487
"15736",5076
"15737",3568
"15738",15949
"15739",7453
"15740",4926
"15741",10378
"15742",10378
"15743",13839
"15744",9271
"15745",12965
"15746",3874
"15747",1018
"15748",8737
"15749",4673
"15750",8035
"15751",9476
"15752",13310
"15753",4810
"15754",2594
"15755",4976
"15756",6062
"15757",9762
"15758",815
"15759",10470
"15760",546
"15761",6187
"15762",12370
"15763",7385
"15764",6995
"15765",15338
"15766",9123
"15767",5164
"15768",9124
"15769",10213
"15770",4274
"15771",6384
"15772",8694
"15773",7907
"15774",11049
"15775",13616
"15776",5677
"15777",5078
"15778",9848
"15779",5232
"15780",2587
"15781",8660
"15782",11251
"15783",1028
"15784",11913
"15785",11305
"15786",6841
"15787",13216
"15788",4073
"15789",4915
"15790",6205
"15791",5602
"15792",5728
"15793",5385
"15794",4788
"15795",13522
"15796",13734
"15797",9127
"15798",1462
"15799",1376
"15800",14295
"15801",15190
"15802",9814
"15803",7116
"15804",5553
"15805",6932
"15806",6255
"15807",4044
"15808",8014
"15809",977
"15810",3891
"15811",13341
"15812",17090
"15813",1337
"15814",5508
"15815",3981
"15816",12035
"15817",2552
"15818",128
"15819",11891
"15820",5099
"15821",10841
"15822",1046
"15823",4558
"15824",4121
"15825",6183
"15826",12229
"15827",13391
"15828",15498
"15829",4555
"15830",6445
"15831",13959
"15832",1008
"15833",5186
"15834",2063
"15835",4227
"15836",11286
"15837",3861
"15838",1903
"15839",4727
"15840",8471
"15841",7478
"15842",6817
"15843",9604
"15844",5601
"15845",8778
"15846",6293
"15847",12939
"15848",10086
"15849",14440
"15850",3068
"15851",14347
"15852",1124
"15853",4863
"15854",12614
"15855",1596
"15856",12549
"15857",13735
"15858",3543
"15859",3982
"15860",14653
"15861",9402
"15862",7676
"15863",3810
"15864",3810
"15865",66
"15866",10842
"15867",4966
"15868",6721
"15869",947
"15870",10199
"15871",4770
"15872",6221
"15873",4729
"15874",15621
"15875",9265
"15876",4700
"15877",6009
"15878",13084
"15879",13980
"15880",2032
"15881",5550
"15882",6300
"15883",1092
"15884",12997
"15885",10362
"15886",8173
"15887",7120
"15888",6318
"15889",1644
"15890",5475
"15891",3675
"15892",3675
"15893",1466
"15894",3264
"15895",10152
"15896",9291
"15897",4919
"15898",7831
"15899",1133
"15900",11863
"15901",9451
"15902",6795
"15903",14758
"15904",3994
"15905",2488
"15906",5729
"15907",11181
"15908",564
"15909",2788
"15910",9472
"15911",6155
"15912",1659
"15913",8334
"15914",1047
"15915",16534
"15916",6793
"15917",10024
"15918",4187
"15919",6457
"15920",5575
"15921",2843
"15922",20389
"15923",7593
"15924",2691
"15925",14171
"15926",9236
"15927",6674
"15928",2913
"15929",4321
"15930",5097
"15931",3362
"15932",10340
"15933",7861
"15934",10562
"15935",4032
"15936",3101
"15937",14161
"15938",1582
"15939",5352
"15940",15028
"15941",2473
"15942",13125
"15943",4641
"15944",4286
"15945",4166
"15946",2374
"15947",9051
"15948",5888
"15949",5466
"15950",5980
"15951",5466
"15952",6049
"15953",19138
"15954",3647
"15955",7067
"15956",3832
"15957",4267
"15958",5863
"15959",13788
"15960",4018
"15961",4662
"15962",7651
"15963",2548
"15964",6779
"15965",7803
"15966",7005
"15967",5537
"15968",1452
"15969",16780
"15970",2897
"15971",6618
"15972",9914
"15973",13287
"15974",1811
"15975",9662
"15976",4359
"15977",4571
"15978",1403
"15979",4387
"15980",10628
"15981",9090
"15982",1957
"15983",4188
"15984",11875
"15985",4000
"15986",13413
"15987",1838
"15988",2704
"15989",11615
"15990",9341
"15991",3954
"15992",5226
"15993",20585
"15994",5566
"15995",15885
"15996",14489
"15997",8194
"15998",5220
"15999",8194
"16000",5217
"16001",4424
"16002",1695
"16003",8479
"16004",2794
"16005",9243
"16006",11213
"16007",7680
"16008",5647
"16009",8067
"16010",11401
"16011",6543
"16012",6543
"16013",5717
"16014",10519
"16015",3943
"16016",11471
"16017",4634
"16018",4164
"16019",7737
"16020",11269
"16021",12208
"16022",6992
"16023",4314
"16024",9268
"16025",4450
"16026",6383
"16027",4914
"16028",757
"16029",14074
"16030",14439
"16031",4031
"16032",15935
"16033",364
"16034",13377
"16035",2167
"16036",9841
"16037",16127
"16038",3706
"16039",3706
"16040",4180
"16041",12098
"16042",13422
"16043",8658
"16044",15253
"16045",1074
"16046",7479
"16047",15395
"16048",9337
"16049",4236
"16050",10836
"16051",4536
"16052",1245
"16053",1362
"16054",2835
"16055",5094
"16056",4140
"16057",10704
"16058",3819
"16059",11327
"16060",18458
"16061",8062
"16062",1004
"16063",3443
"16064",12902
"16065",7104
"16066",14654
"16067",7974
"16068",470
"16069",5306
"16070",9844
"16071",4962
"16072",2493
"16073",9662
"16074",15098
"16075",4303
"16076",3697
"16077",16964
"16078",8508
"16079",7063
"16080",9905
"16081",1602
"16082",3701
"16083",11872
"16084",8207
"16085",3783
"16086",12451
"16087",14328
"16088",3129
"16089",6460
"16090",13466
"16091",930
"16092",14277
"16093",6163
"16094",10770
"16095",2984
"16096",7508
"16097",10737
"16098",13667
"16099",222
"16100",5737
"16101",15514
"16102",617
"16103",2480
"16104",9519
"16105",9522
"16106",9423
"16107",9506
"16108",2928
"16109",1742
"16110",2067
"16111",7396
"16112",15454
"16113",5135
"16114",9725
"16115",745
"16116",2551
"16117",7201
"16118",5526
"16119",6037
"16120",1944
"16121",10631
"16122",3667
"16123",4246
"16124",9660
"16125",978
"16126",5459
"16127",11119
"16128",9826
"16129",4770
"16130",3665
"16131",15443
"16132",5573
"16133",5149
"16134",5075
"16135",18104
"16136",872
"16137",11969
"16138",705
"16139",12563
"16140",1776
"16141",9975
"16142",4377
"16143",10611
"16144",3460
"16145",5398
"16146",8966
"16147",14781
"16148",232
"16149",3332
"16150",8398
"16151",13516
"16152",8086
"16153",7304
"16154",3912
"16155",10130
"16156",4474
"16157",1989
"16158",1477
"16159",5535
"16160",9752
"16161",5524
"16162",6899
"16163",4645
"16164",8573
"16165",12123
"16166",10814
"16167",6513
"16168",9395
"16169",635
"16170",3081
"16171",11018
"16172",4100
"16173",9939
"16174",4367
"16175",498
"16176",5561
"16177",9355
"16178",4590
"16179",4590
"16180",3777
"16181",9665
"16182",3769
"16183",4010
"16184",10451
"16185",4009
"16186",3533
"16187",7377
"16188",2428
"16189",5615
"16190",1010
"16191",5189
"16192",12028
"16193",3535
"16194",11930
"16195",12085
"16196",3084
"16197",2390
"16198",6348
"16199",8620
"16200",14136
"16201",2641
"16202",883
"16203",10048
"16204",2319
"16205",855
"16206",5985
"16207",454
"16208",11833
"16209",8497
"16210",5200
"16211",4765
"16212",3489
"16213",15358
"16214",1175
"16215",3353
"16216",2016
"16217",8667
"16218",15959
"16219",280
"16220",7293
"16221",11853
"16222",6936
"16223",1658
"16224",16265
"16225",6851
"16226",1322
"16227",9094
"16228",13678
"16229",962
"16230",9323
"16231",3428
"16232",3677
"16233",7344
"16234",10034
"16235",7103
"16236",3378
"16237",1369
"16238",12263
"16239",8616
"16240",6548
"16241",516
"16242",14152
"16243",8034
"16244",7576
"16245",7576
"16246",5713
"16247",1112
"16248",14739
"16249",1363
"16250",5504
"16251",4900
"16252",8253
"16253",10314
"16254",7188
"16255",4814
"16256",3458
"16257",9593
"16258",1330
"16259",1741
"16260",5559
"16261",4842
"16262",5453
"16263",2775
"16264",15719
"16265",7905
"16266",2361
"16267",5462
"16268",8901
"16269",6425
"16270",13421
"16271",2267
"16272",12326
"16273",3161
"16274",9946
"16275",4948
"16276",13144
"16277",10830
"16278",8696
"16279",336
"16280",2005
"16281",12914
"16282",11262
"16283",11262
"16284",1945
"16285",4778
"16286",13023
"16287",2697
"16288",2697
"16289",4168
"16290",14151
"16291",6881
"16292",3441
"16293",4570
"16294",1663
"16295",11170
"16296",10186
"16297",4393
"16298",7039
"16299",9380
"16300",6697
"16301",6311
"16302",15042
"16303",9518
"16304",11100
"16305",228
"16306",13655
"16307",5275
"16308",3628
"16309",1621
"16310",350
"16311",370
"16312",13933
"16313",747
"16314",2245
"16315",6490
"16316",9878
"16317",3613
"16318",8431
"16319",5890
"16320",14287
"16321",5479
"16322",11955
"16323",6282
"16324",12416
"16325",9494
"16326",13334
"16327",16214
"16328",10130
"16329",1139
"16330",5721
"16331",4078
"16332",13722
"16333",9688
"16334",4690
"16335",3515
"16336",11555
"16337",4580
"16338",4086
"16339",3932
"16340",1701
"16341",11329
"16342",4381
"16343",8065
"16344",3260
"16345",382
"16346",12209
"16347",8306
"16348",10831
"16349",12496
"16350",17721
