"","V1"
"4539",7369
"4540",4136
"4541",14647
"4542",5284
"4543",6855
"4544",3568
"4545",14695
"4546",4806
"4547",9108
"4548",16198
"4549",3127
"4550",9111
"4551",6659
"4552",18237
"4553",4532
"4554",5150
"4555",5164
"4556",9126
"4557",1875
"4558",2707
"4559",14697
"4560",5738
"4561",6655
"4562",4213
"4563",9139
"4564",4846
"4565",3265
"4566",13699
"4567",4073
"4568",6656
"4569",13209
"4570",5565
"4571",8152
"4572",2722
"4573",558
"4574",611
"4575",5139
"4576",1977
"4577",2803
"4578",7258
"4579",20488
"4580",6063
"4581",9175
"4582",13756
"4583",14373
"4584",4667
"4585",5060
"4586",14604
"4587",12119
"4588",11614
"4589",3418
"4590",13520
"4591",5267
"4592",21168
"4593",13003
"4594",11785
"4595",10086
"4596",3114
"4597",1490
"4598",19346
"4599",11260
"4600",11228
"4601",3176
"4602",8022
"4603",3801
"4604",12229
"4605",13788
"4606",4258
"4607",4660
"4608",17493
"4609",18116
"4610",13443
"4611",4264
"4612",3494
"4613",9240
"4614",12493
"4615",16687
"4616",11213
"4617",7841
"4618",7479
"4619",9251
"4620",11760
"4621",7681
"4622",17335
"4623",1228
"4624",9261
"4625",14509
"4626",22511
"4627",15067
"4628",3267
"4629",14653
"4630",9274
"4631",3582
"4632",6171
"4633",3309
"4634",5736
"4635",6808
"4636",3589
"4637",8141
"4638",4463
"4639",6683
"4640",3776
"4641",5364
"4642",17963
"4643",4545
"4644",2201
"4645",13539
"4646",3487
"4647",3675
"4648",3966
"4649",7135
"4650",9314
"4651",16017
"4652",21818
"4653",9318
"4654",2069
"4655",14296
"4656",18541
"4657",12769
"4658",3429
"4659",12265
"4660",15448
"4661",13678
"4662",4236
"4663",8209
"4664",14413
"4665",18104
"4666",3795
"4667",6193
"4668",1354
"4669",12837
"4670",5112
"4671",5561
"4672",9358
"4673",6812
"4674",3378
"4675",9364
"4676",5257
"4677",16347
"4678",5741
"4679",12335
"4680",8624
"4681",4618
"4682",1245
"4683",3597
"4684",883
"4685",3165
"4686",6877
"4687",1055
"4688",5497
"4689",3013
"4690",14492
"4691",15985
"4692",5369
"4693",3484
"4694",5265
"4695",2858
"4696",3601
"4697",15004
"4698",5832
"4699",9411
"4700",2073
"4701",7510
"4702",9418
"4703",7968
"4704",9422
"4705",1949
"4706",7053
"4707",2329
"4708",7344
"4709",3947
"4710",5724
"4711",5715
"4712",5558
"4713",9439
"4714",7212
"4715",3646
"4716",134
"4717",2389
"4718",17477
"4719",12772
"4720",5222
"4721",3651
"4722",8835
"4723",14439
"4724",6165
"4725",16851
"4726",13851
"4727",9468
"4728",3351
"4729",4343
"4730",13671
"4731",9477
"4732",15473
"4733",1741
"4734",8679
"4735",6298
"4736",2788
"4737",954
"4738",5939
"4739",6568
"4740",25150
"4741",703
"4742",2548
"4743",4754
"4744",6008
"4745",4303
"4746",9508
"4747",8615
"4748",15899
"4749",5972
"4750",9513
"4751",1079
"4752",6723
"4753",5311
"4754",17898
"4755",3633
"4756",9526
"4757",9527
"4758",5839
"4759",2942
"4760",15951
"4761",15269
"4762",5248
"4763",4306
"4764",6141
"4765",4669
"4766",4385
"4767",22677
"4768",6407
"4769",3890
"4770",7439
"4771",16576
"4772",986
"4773",202
"4774",6474
"4775",10260
"4776",1013
"4777",4417
"4778",8330
"4779",14271
"4780",5774
"4781",1775
"4782",1266
"4783",2480
"4784",3732
"4785",3294
"4786",5633
"4787",15295
"4788",4814
"4789",2009
"4790",310
"4791",13246
"4792",8194
"4793",578
"4794",1405
"4795",4835
"4796",5717
"4797",966
"4798",9610
"4799",17930
"4800",9614
"4801",6319
"4802",14323
"4803",11619
"4804",7801
"4805",14873
"4806",4991
"4807",23334
"4808",3713
"4809",8373
"4810",5541
"4811",3516
"4812",8394
"4813",9640
"4814",3250
"4815",1481
"4816",12065
"4817",10891
"4818",2867
"4819",14907
"4820",9653
"4821",6118
"4822",2505
"4823",11371
"4824",3692
"4825",2948
"4826",7695
"4827",905
"4828",8035
"4829",23964
"4830",5230
"4831",14733
"4832",3391
"4833",13219
"4834",6792
"4835",2917
"4836",2454
"4837",6391
"4838",3919
"4839",4967
"4840",7324
"4841",106
"4842",9698
"4843",3721
"4844",8776
"4845",4597
"4846",4861
"4847",8325
"4848",280
"4849",11689
"4850",9714
"4851",9716
"4852",9718
"4853",6429
"4854",15744
"4855",17954
"4856",9865
"4857",6425
"4858",2023
"4859",5320
"4860",5124
"4861",4502
"4862",3389
"4863",4278
"4864",2294
"4865",3666
"4866",5132
"4867",6348
"4868",3888
"4869",14357
"4870",3046
"4871",2795
"4872",13425
"4873",3511
"4874",14736
"4875",14058
"4876",9765
"4877",7885
"4878",21320
"4879",6101
"4880",9774
"4881",9776
"4882",19897
"4883",5201
"4884",18111
"4885",3536
"4886",21882
"4887",3797
"4888",15679
"4889",3497
"4890",6815
"4891",7644
"4892",9797
"4893",19377
"4894",9802
"4895",9804
"4896",4908
"4897",8000
"4898",10167
"4899",4091
"4900",15593
"4901",3126
"4902",3341
"4903",5933
"4904",4720
"4905",3479
"4906",17375
"4907",3991
"4908",9575
"4909",5601
"4910",10152
"4911",15839
"4912",7146
"4913",9840
"4914",4882
"4915",5431
"4916",10473
"4917",5288
"4918",3513
"4919",14969
"4920",1046
"4921",2263
"4922",15855
"4923",11019
"4924",7567
"4925",3965
"4926",22508
"4927",3177
"4928",5276
"4929",23528
"4930",3024
"4931",811
"4932",550
"4933",9880
"4934",7100
"4935",917
"4936",3508
"4937",5538
"4938",7304
"4939",4881
"4940",739
"4941",3792
"4942",4538
"4943",3855
"4944",3851
"4945",16326
"4946",15413
"4947",5755
"4948",6400
"4949",8993
"4950",3815
"4951",5814
"4952",8527
"4953",7628
"4954",4849
"4955",3592
"4956",3785
"4957",3665
"4958",4496
"4959",10315
"4960",4770
"4961",3609
"4962",10431
"4963",495
"4964",1384
"4965",23110
"4966",16349
"4967",8424
"4968",10511
"4969",4484
"4970",7565
"4971",11271
"4972",7889
"4973",2782
"4974",6341
"4975",2475
"4976",542
"4977",8259
"4978",6632
"4979",18804
"4980",2730
"4981",16946
"4982",8869
"4983",1686
"4984",3098
"4985",13663
"4986",3737
"4987",5160
"4988",4796
"4989",8072
"4990",21193
"4991",3872
"4992",1291
"4993",1089
"4994",1725
"4995",5295
"4996",13854
"4997",21987
"4998",17436
"4999",1780
"5000",12509
"5001",829
"5002",8105
"5003",20771
"5004",5221
"5005",4945
"5006",4403
"5007",13298
"5008",5049
"5009",7860
"5010",2593
"5011",3275
"5012",3670
"5013",5981
"5014",7120
"5015",10044
"5016",10268
"5017",10047
"5018",4703
"5019",2044
"5020",5768
"5021",6123
"5022",3607
"5023",2910
"5024",10665
"5025",18256
"5026",13728
"5027",3724
"5028",5322
"5029",6788
"5030",11
"5031",5349
"5032",19733
"5033",3800
"5034",6923
"5035",1260
"5036",5458
"5037",3444
"5038",3939
"5039",12201
"5040",787
"5041",408
"5042",1117
"5043",5336
"5044",19680
"5045",2773
"5046",5540
"5047",6318
"5048",163
"5049",3362
"5050",18957
"5051",5917
"5052",6393
"5053",2006
"5054",10174
"5055",7766
"5056",10827
"5057",6545
"5058",7964
"5059",3782
"5060",10134
"5061",5198
"5062",4192
"5063",5664
"5064",782
"5065",5280
"5066",5505
"5067",1369
"5068",4340
"5069",9263
"5070",3949
"5071",12861
"5072",5027
"5073",3368
"5074",835
"5075",4714
"5076",1793
"5077",5137
"5078",7789
"5079",6589
"5080",3873
"5081",3926
"5082",16919
"5083",4964
"5084",15641
"5085",4339
"5086",6073
"5087",771
"5088",5021
"5089",6981
"5090",9812
"5091",10196
"5092",4319
"5093",16812
"5094",5158
"5095",5356
"5096",10206
"5097",26864
"5098",11171
"5099",5324
"5100",5594
"5101",3580
"5102",4577
"5103",4480
"5104",15917
"5105",10223
"5106",2940
"5107",6361
"5108",5759
"5109",6389
"5110",840
"5111",4572
"5112",4679
"5113",7230
"5114",7458
"5115",2337
"5116",6076
"5117",11568
"5118",9648
"5119",1350
"5120",19271
"5121",10255
"5122",6832
"5123",4486
"5124",7436
"5125",7059
"5126",10831
"5127",5474
"5128",1231
"5129",5293
"5130",3742
"5131",10624
"5132",783
"5133",13411
"5134",1943
"5135",5731
"5136",3283
"5137",6769
"5138",15773
"5139",10292
"5140",6263
"5141",5555
"5142",1200
"5143",5240
"5144",4067
"5145",809
"5146",252
"5147",262
"5148",5895
"5149",9604
"5150",216
"5151",10313
"5152",4523
"5153",3410
"5154",1250
"5155",13167
"5156",8100
"5157",899
"5158",10327
"5159",13242
"5160",934
"5161",1883
"5162",11915
"5163",10339
"5164",4776
"5165",1002
"5166",5862
"5167",2137
"5168",5419
"5169",4831
"5170",6867
"5171",12878
"5172",11287
"5173",8380
"5174",4875
"5175",5262
"5176",10367
"5177",22323
"5178",3811
"5179",1561
"5180",2203
"5181",2916
"5182",2552
"5183",14529
"5184",4635
"5185",5399
"5186",3360
"5187",1627
"5188",1103
"5189",3545
"5190",6113
"5191",10396
"5192",5488
"5193",2195
"5194",3166
"5195",11126
"5196",4729
"5197",246
"5198",1003
"5199",14195
"5200",2608
"5201",2029
"5202",1159
"5203",4684
"5204",3008
"5205",6977
"5206",10597
"5207",3999
"5208",14075
"5209",14192
"5210",2179
"5211",8870
"5212",6455
"5213",17104
"5214",2741
"5215",486
"5216",10446
"5217",9205
"5218",11690
"5219",3994
"5220",10662
"5221",1150
"5222",2647
"5223",4266
"5224",3470
"5225",7900
"5226",20866
"5227",18423
"5228",5000
"5229",1312
"5230",3791
"5231",4648
"5232",4086
"5233",4537
"5234",2595
"5235",3649
"5236",10888
"5237",8939
"5238",2692
"5239",4579
"5240",10829
"5241",3844
"5242",6575
"5243",3310
"5244",944
"5245",16361
"5246",5910
"5247",2259
"5248",4070
"5249",3302
"5250",6290
"5251",538
"5252",5013
"5253",6325
"5254",274
"5255",10079
"5256",10525
"5257",4452
"5258",3989
"5259",3105
"5260",2116
"5261",10536
"5262",3339
"5263",10539
"5264",8101
"5265",5322
"5266",6717
"5267",18426
"5268",3210
"5269",10552
"5270",4254
"5271",10458
"5272",5415
"5273",8713
"5274",3052
"5275",10612
"5276",8026
"5277",6250
"5278",2868
"5279",5354
"5280",6549
"5281",2766
"5282",19061
"5283",2411
"5284",1881
"5285",9471
"5286",3355
"5287",438
"5288",4103
"5289",663
"5290",1852
"5291",9460
"5292",2682
"5293",11780
"5294",4663
"5295",7173
"5296",6896
"5297",3531
"5298",3736
"5299",11872
"5300",5355
"5301",2342
"5302",8506
"5303",2800
"5304",1382
"5305",3433
"5306",9079
"5307",16217
"5308",10631
"5309",10633
"5310",27995
"5311",765
"5312",9534
"5313",13755
"5314",10641
"5315",23123
"5316",8358
"5317",2574
"5318",11793
"5319",14661
"5320",3054
"5321",8411
"5322",4809
"5323",10660
"5324",7562
"5325",4208
"5326",10062
"5327",5039
"5328",2351
"5329",6190
"5330",4553
"5331",7647
"5332",4911
"5333",18185
"5334",5495
"5335",3764
"5336",5631
"5337",13919
"5338",6306
"5339",434
"5340",4865
"5341",4277
"5342",2046
"5343",7905
"5344",500
"5345",410
"5346",9164
"5347",10709
"5348",10630
"5349",12087
"5350",5063
"5351",3564
"5352",2758
"5353",6276
"5354",16971
"5355",5616
"5356",5326
"5357",867
"5358",2843
"5359",8293
"5360",889
"5361",3135
"5362",5403
"5363",10740
"5364",20
"5365",7809
"5366",10745
"5367",2173
"5368",3455
"5369",10751
"5370",4263
"5371",10756
"5372",4646
"5373",9678
"5374",2666
"5375",12385
"5376",5395
"5377",7033
"5378",11079
"5379",2764
"5380",4870
"5381",10777
"5382",9866
"5383",2426
"5384",5460
"5385",4963
"5386",10785
"5387",981
"5388",22
"5389",5730
"5390",60
"5391",6288
"5392",16828
"5393",4146
"5394",5141
"5395",5459
"5396",15758
"5397",5105
"5398",5407
"5399",5705
"5400",422
"5401",9114
"5402",7705
"5403",5882
"5404",4023
"5405",6598
"5406",2783
"5407",10827
"5408",3518
"5409",5393
"5410",10834
"5411",8435
"5412",4320
"5413",1805
"5414",841
"5415",2071
"5416",8160
"5417",6289
"5418",2399
"5419",6388
"5420",5212
"5421",7010
"5422",4761
"5423",3180
"5424",21242
"5425",6106
"5426",4218
"5427",2953
"5428",5263
"5429",2878
"5430",3938
"5431",7341
"5432",4137
"5433",10881
"5434",4404
"5435",7599
"5436",2671
"5437",3687
"5438",5570
"5439",5103
"5440",10895
"5441",7616
"5442",10317
"5443",8555
"5444",3462
"5445",960
"5446",6122
"5447",7659
"5448",4680
"5449",4896
"5450",1121
"5451",2454
"5452",10917
"5453",3662
"5454",4983
"5455",4722
"5456",4988
"5457",3722
"5458",4739
"5459",6759
"5460",7806
"5461",2378
"5462",3471
"5463",7675
"5464",2011
"5465",10944
"5466",15214
"5467",7768
"5468",4467
"5469",1190
"5470",4504
"5471",912
"5472",5248
"5473",5242
"5474",8074
"5475",4883
"5476",5885
"5477",1702
"5478",6077
"5479",3591
"5480",9457
"5481",3465
"5482",2881
"5483",2568
"5484",3480
"5485",1106
"5486",5143
"5487",4813
"5488",3887
"5489",2082
"5490",5305
"5491",20036
"5492",5055
"5493",4265
"5494",2859
"5495",2623
"5496",2494
"5497",3034
"5498",5512
"5499",5296
"5500",5884
"5501",2697
"5502",3655
"5503",4822
"5504",3617
"5505",202
"5506",9848
"5507",7095
"5508",2099
"5509",23395
"5510",2663
"5511",6238
"5512",1104
"5513",7011
"5514",3269
"5515",11044
"5516",4004
"5517",6836
"5518",13255
"5519",3928
"5520",2763
"5521",3909
"5522",693
"5523",7506
"5524",2602
"5525",6735
"5526",9118
"5527",4529
"5528",11070
"5529",1515
"5530",4775
"5531",6271
"5532",4676
"5533",1465
"5534",3457
"5535",4458
"5536",19827
"5537",11088
"5538",22689
"5539",7441
"5540",4111
"5541",11313
"5542",5821
"5543",2873
"5544",2063
"5545",3850
"5546",19918
"5547",1545
"5548",5076
"5549",2688
"5550",5870
"5551",8044
"5552",4852
"5553",1016
"5554",9878
"5555",5147
"5556",19928
"5557",13990
"5558",3986
"5559",4635
"5560",3616
"5561",11136
"5562",4105
"5563",6976
"5564",4853
"5565",11717
"5566",5927
"5567",2742
"5568",2652
"5569",4622
"5570",4055
"5571",6908
"5572",4643
"5573",5254
"5574",6900
"5575",10857
"5576",22695
"5577",5586
"5578",10902
"5579",4812
"5580",3262
"5581",2939
"5582",2035
"5583",4808
"5584",3096
"5585",28132
"5586",5883
"5587",7706
"5588",5153
"5589",5989
"5590",7657
"5591",4543
"5592",5992
"5593",7399
"5594",1161
"5595",3204
"5596",6953
"5597",288
"5598",9515
"5599",1233
"5600",4626
"5601",4508
"5602",3469
"5603",4516
"5604",110
"5605",4437
"5606",4637
"5607",5347
"5608",3281
"5609",2563
"5610",3650
"5611",4845
"5612",3317
"5613",2165
"5614",5815
"5615",11613
"5616",17
"5617",8030
"5618",5007
"5619",6245
"5620",5590
"5621",4476
"5622",8548
"5623",687
"5624",7005
"5625",877
"5626",1005
"5627",12253
"5628",3671
"5629",4602
"5630",3908
"5631",10997
"5632",4594
"5633",6526
"5634",13
"5635",8421
"5636",7271
"5637",5433
"5638",8788
"5639",7480
"5640",7444
"5641",5467
"5642",2437
"5643",11299
"5644",10485
"5645",11304
"5646",3848
"5647",1566
"5648",609
"5649",6022
"5650",1658
"5651",4715
"5652",2420
"5653",5249
"5654",11322
"5655",11323
"5656",3811
"5657",3446
"5658",4886
"5659",1704
"5660",2638
"5661",6322
"5662",6778
"5663",2951
"5664",3300
"5665",2845
"5666",8319
"5667",1962
"5668",4121
"5669",16888
"5670",9569
"5671",3756
"5672",7330
"5673",13404
"5674",222
"5675",4394
"5676",4689
"5677",5894
"5678",4826
"5679",6185
"5680",396
"5681",11377
"5682",4309
"5683",4733
"5684",932
"5685",9636
"5686",11386
"5687",12154
"5688",5997
"5689",4503
"5690",3771
"5691",3201
"5692",4201
"5693",6528
"5694",2812
"5695",6625
"5696",4734
"5697",8369
"5698",3473
"5699",11412
"5700",10173
"5701",6409
"5702",1353
"5703",19262
"5704",4825
"5705",3977
"5706",6102
"5707",2954
"5708",2908
"5709",2286
"5710",6153
"5711",3080
"5712",7691
"5713",8891
"5714",2645
"5715",7386
"5716",3590
"5717",3843
"5718",38
"5719",5791
"5720",1309
"5721",4763
"5722",2864
"5723",3208
"5724",3365
"5725",6335
"5726",2261
"5727",1878
"5728",444
"5729",4634
"5730",6055
"5731",3946
"5732",7049
"5733",7087
"5734",4950
"5735",5785
"5736",3380
"5737",11488
"5738",6728
"5739",21675
"5740",3354
"5741",3021
"5742",5298
"5743",3460
"5744",5473
"5745",7151
"5746",5219
"5747",12360
"5748",8440
"5749",5994
"5750",5600
"5751",3397
"5752",4692
"5753",7084
"5754",2799
"5755",8608
"5756",1685
"5757",4777
"5758",999
"5759",2487
"5760",6107
"5761",3200
"5762",6645
"5763",11540
"5764",4120
"5765",2346
"5766",19971
"5767",7045
"5768",3486
"5769",4696
"5770",4801
"5771",4850
"5772",3406
"5773",3192
"5774",1993
"5775",12156
"5776",11567
"5777",3047
"5778",3794
"5779",13011
"5780",3031
"5781",975
"5782",13574
"5783",10168
"5784",10207
"5785",2174
"5786",5106
"5787",5952
"5788",10804
"5789",22948
"5790",6506
"5791",4708
"5792",7289
"5793",3847
"5794",11076
"5795",2643
"5796",6704
"5797",3468
"5798",8596
"5799",1697
"5800",5452
"5801",6362
"5802",1949
"5803",1029
"5804",5204
"5805",5111
"5806",5940
"5807",6254
"5808",5131
"5809",7301
"5810",7106
"5811",4540
"5812",6459
"5813",2636
"5814",3525
"5815",3618
"5816",8377
"5817",2386
"5818",1735
"5819",6635
"5820",1232
"5821",4943
"5822",4092
"5823",4295
"5824",5436
"5825",23291
"5826",11666
"5827",3276
"5828",4705
"5829",11671
"5830",9436
"5831",5232
"5832",5962
"5833",11339
"5834",1471
"5835",2382
"5836",6521
"5837",4414
"5838",8291
"5839",8486
"5840",11694
"5841",3823
"5842",4660
"5843",1994
"5844",8367
"5845",5299
"5846",3356
"5847",5020
"5848",4807
"5849",4704
"5850",2328
"5851",13610
"5852",3780
"5853",4939
"5854",4712
"5855",7328
"5856",4550
"5857",1321
"5858",6221
"5859",3562
"5860",2999
"5861",2621
"5862",6536
"5863",3288
"5864",11743
"5865",7746
"5866",3685
"5867",7245
"5868",190
"5869",4317
"5870",8036
"5871",3206
"5872",2731
"5873",4984
"5874",8169
"5875",2629
"5876",698
"5877",11764
"5878",4661
"5879",6955
"5880",68
"5881",1188
"5882",3219
"5883",5386
"5884",2045
"5885",7666
"5886",1154
"5887",5835
"5888",12955
"5889",4172
"5890",4878
"5891",3488
"5892",5808
"5893",3728
"5894",11801
"5895",5118
"5896",1671
"5897",3474
"5898",3818
"5899",2428
"5900",8279
"5901",3517
"5902",11817
"5903",3641
"5904",2741
"5905",3312
"5906",5034
"5907",4557
"5908",8120
"5909",7466
"5910",11941
"5911",4530
"5912",11053
"5913",6813
"5914",3111
"5915",3661
"5916",7363
"5917",6493
"5918",665
"5919",6640
"5920",6936
"5921",2409
"5922",4322
"5923",2535
"5924",9134
"5925",4162
"5926",6346
"5927",4745
"5928",3193
"5929",11938
"5930",4129
"5931",2811
"5932",6119
"5933",3894
"5934",8409
"5935",4772
"5936",3477
"5937",6703
"5938",5700
"5939",20406
"5940",8047
"5941",5592
"5942",14644
"5943",3510
"5944",6669
"5945",4588
"5946",7833
"5947",4350
"5948",5652
"5949",8398
"5950",6783
"5951",5260
"5952",3270
"5953",6025
"5954",5376
"5955",7273
"5956",1386
"5957",2022
"5958",2818
"5959",2603
"5960",2687
"5961",5437
"5962",5699
"5963",296
"5964",5743
"5965",2388
"5966",11945
"5967",8322
"5968",5251
"5969",1993
"5970",1407
"5971",1644
"5972",5476
"5973",8625
"5974",9602
"5975",4049
"5976",11965
"5977",7367
"5978",1458
"5979",380
"5980",3960
"5981",11975
"5982",13185
"5983",1160
"5984",2669
"5985",3962
"5986",5615
"5987",8968
"5988",12637
"5989",19834
"5990",244
"5991",4954
"5992",3080
"5993",2405
"5994",2518
"5995",2330
"5996",2401
"5997",532
"5998",3403
"5999",6031
"6000",9096
"6001",6033
"6002",6498
"6003",1643
"6004",794
"6005",6478
"6006",3367
"6007",5189
"6008",9670
"6009",3313
"6010",7110
"6011",7035
"6012",5942
"6013",5178
"6014",3263
"6015",2415
"6016",6241
"6017",6461
"6018",3826
"6019",12051
"6020",8221
"6021",2828
"6022",556
"6023",15399
"6024",7814
"6025",4895
"6026",12611
"6027",7121
"6028",2686
"6029",169
"6030",1562
"6031",5773
"6032",5317
"6033",4518
"6034",11081
"6035",12084
"6036",6722
"6037",2194
"6038",4920
"6039",240
"6040",7409
"6041",4368
"6042",2126
"6043",3074
"6044",1434
"6045",1259
"6046",2949
"6047",10097
"6048",14249
"6049",3831
"6050",5391
"6051",3859
"6052",2720
"6053",9185
"6054",4570
"6055",11353
"6056",2610
"6057",5623
"6058",2678
"6059",6233
"6060",454
"6061",2140
"6062",4999
"6063",2068
"6064",3717
"6065",3454
"6066",970
"6067",1319
"6068",11681
"6069",4755
"6070",9821
"6071",12157
"6072",5061
"6073",6289
"6074",7260
"6075",1358
"6076",10087
"6077",1623
"6078",8957
"6079",3886
"6080",3603
"6081",1679
"6082",4035
"6083",5982
"6084",6877
"6085",2300
"6086",3849
"6087",1026
"6088",3948
"6089",8525
"6090",5701
"6091",3659
"6092",2971
"6093",568
"6094",4461
"6095",3402
"6096",7923
"6097",7175
"6098",13364
"6099",5454
"6100",942
"6101",1025
"6102",9101
"6103",6840
"6104",2618
"6105",7481
"6106",6572
"6107",4126
"6108",6183
"6109",3396
"6110",4952
"6111",2082
"6112",2772
"6113",1056
"6114",3506
"6115",4815
"6116",1836
"6117",5205
"6118",1234
"6119",1237
"6120",1877
"6121",1579
"6122",5318
"6123",9464
"6124",4823
"6125",4351
"6126",7294
"6127",11525
"6128",2733
"6129",4818
"6130",5365
"6131",5582
"6132",7878
"6133",5570
"6134",12230
"6135",344
"6136",2418
"6137",6771
"6138",621
"6139",176
"6140",1680
"6141",3214
"6142",5921
"6143",6685
"6144",3534
"6145",7004
"6146",4611
"6147",6551
"6148",10551
"6149",4228
"6150",1875
"6151",7837
"6152",12321
"6153",12320
"6154",7140
"6155",2770
"6156",7747
"6157",3997
"6158",3127
"6159",8758
"6160",4913
"6161",1737
"6162",5780
"6163",10204
"6164",3820
"6165",8913
"6166",4610
"6167",6181
"6168",4052
"6169",1113
"6170",29646
"6171",7647
"6172",2115
"6173",12359
"6174",1605
"6175",891
"6176",4841
"6177",462
"6178",6121
"6179",6458
"6180",8056
"6181",2538
"6182",7207
"6183",8821
"6184",7281
"6185",2956
"6186",7268
"6187",3682
"6188",4941
"6189",10907
"6190",6481
"6191",5890
"6192",4978
"6193",5023
"6194",596
"6195",2818
"6196",5061
"6197",7083
"6198",3216
"6199",6067
"6200",4847
"6201",4820
"6202",7724
"6203",12420
"6204",10847
"6205",3544
"6206",3423
"6207",976
"6208",48
"6209",9028
"6210",12435
"6211",1095
"6212",657
"6213",5657
"6214",11239
"6215",4413
"6216",4971
"6217",5598
"6218",3442
"6219",2571
"6220",12453
"6221",100
"6222",3415
"6223",5179
"6224",4992
"6225",1701
"6226",5804
"6227",2
"6228",2172
"6229",7105
"6230",4960
"6231",1907
"6232",5286
"6233",2748
"6234",3967
"6235",5043
"6236",3114
"6237",4311
"6238",2381
"6239",7124
"6240",3249
"6241",6739
"6242",5678
"6243",4918
"6244",4827
"6245",11309
"6246",5829
"6247",6486
"6248",518
"6249",15303
"6250",4144
"6251",4623
"6252",3985
"6253",7832
"6254",1014
"6255",4892
"6256",3636
"6257",4012
"6258",6103
"6259",1609
"6260",871
"6261",9254
"6262",12537
"6263",1956
"6264",6267
"6265",12543
"6266",3695
"6267",5878
"6268",3599
"6269",2134
"6270",4582
"6271",4056
"6272",7849
"6273",686
"6274",554
"6275",11871
"6276",6074
"6277",8789
"6278",1427
"6279",4793
"6280",6782
"6281",2003
"6282",5789
"6283",4654
"6284",1882
"6285",5823
"6286",6613
"6287",8192
"6288",3606
"6289",3770
"6290",5327
"6291",5085
"6292",15586
"6293",6480
"6294",9980
"6295",448
"6296",5245
"6297",4119
"6298",3068
"6299",5869
"6300",10920
"6301",1168
"6302",4333
"6303",4900
"6304",6243
"6305",180
"6306",1338
"6307",13438
"6308",3807
"6309",5174
"6310",2792
"6311",4782
"6312",6058
"6313",4051
"6314",2931
"6315",2600
"6316",1809
"6317",5536
"6318",4323
"6319",7540
"6320",5273
"6321",4429
"6322",11564
"6323",2026
"6324",4607
"6325",5432
"6326",6108
"6327",4040
"6328",3814
"6329",3814
"6330",4843
"6331",3611
"6332",4066
"6333",258
"6334",776
"6335",4901
"6336",5067
"6337",6964
"6338",1664
"6339",2229
"6340",4367
"6341",1942
"6342",4746
"6343",2492
"6344",4276
"6345",7783
"6346",3261
"6347",5479
"6348",2572
"6349",8443
"6350",10808
"6351",4974
"6352",3431
"6353",2486
"6354",3272
"6355",4563
"6356",1447
"6357",4330
"6358",9498
"6359",7303
"6360",5
"6361",6758
"6362",1961
"6363",2566
"6364",7710
"6365",6143
"6366",4616
"6367",5519
"6368",8576
"6369",12752
"6370",5325
"6371",8396
"6372",5367
"6373",1025
"6374",7222
"6375",4100
"6376",3345
"6377",5213
"6378",1958
"6379",2738
"6380",4289
"6381",1437
"6382",7476
"6383",2522
"6384",3683
"6385",5181
"6386",4007
"6387",6606
"6388",1093
"6389",132
"6390",7101
"6391",3458
"6392",8448
"6393",2759
"6394",7575
"6395",2305
"6396",4029
"6397",6537
"6398",941
"6399",2703
"6400",1600
"6401",1942
"6402",3349
"6403",2777
"6404",3699
"6405",4116
"6406",3382
"6407",2093
"6408",1488
"6409",11470
"6410",3321
"6411",5438
"6412",3502
"6413",4098
"6414",5346
"6415",1027
"6416",1258
"6417",6647
"6418",6923
"6419",1140
"6420",3705
"6421",4041
"6422",8590
"6423",5168
"6424",4249
"6425",6869
"6426",5175
"6427",6026
"6428",5165
"6429",862
"6430",9525
"6431",4686
"6432",849
"6433",13612
"6434",3246
"6435",2862
"6436",572
"6437",3660
"6438",7535
"6439",3759
"6440",3179
"6441",4348
"6442",6492
"6443",1139
"6444",11686
"6445",10347
"6446",10380
"6447",4153
"6448",1458
"6449",2201
"6450",4079
"6451",6855
"6452",12917
"6453",4652
"6454",2387
"6455",2749
"6456",5818
"6457",6521
"6458",6947
"6459",6592
"6460",228
"6461",3363
"6462",5023
"6463",7293
"6464",2716
"6465",5674
"6466",12945
"6467",4012
"6468",3478
"6469",10433
"6470",6043
"6471",7632
"6472",5066
"6473",4146
"6474",3239
"6475",4517
"6476",5577
"6477",3784
"6478",6405
"6479",8487
"6480",2419
"6481",5585
"6482",5038
"6483",4302
"6484",7772
"6485",4454
"6486",2345
"6487",2378
"6488",2747
"6489",5969
"6490",4428
"6491",1781
"6492",3627
"6493",933
"6494",625
"6495",2721
"6496",3069
"6497",1192
"6498",3173
"6499",3173
"6500",3394
"6501",4090
"6502",3708
"6503",4988
"6504",2417
"6505",1941
"6506",6096
"6507",504
"6508",1660
"6509",1660
"6510",7916
"6511",2852
"6512",1589
"6513",3142
"6514",1555
"6515",6534
"6516",4621
"6517",5050
"6518",1452
"6519",4521
"6520",2768
"6521",4859
"6522",3976
"6523",1304
"6524",4818
"6525",4986
"6526",4986
"6527",1304
"6528",4993
"6529",4994
"6530",4483
"6531",4061
"6532",918
"6533",13078
"6534",4253
"6535",3452
"6536",488
"6537",10795
"6538",7555
"6539",5267
"6540",4711
"6541",8845
"6542",7255
"6543",3500
"6544",5964
"6545",3573
"6546",8994
"6547",6505
"6548",7165
"6549",3456
"6550",4128
"6551",3342
"6552",5174
"6553",6273
"6554",6660
